run	model_name	SVM	KNN	TRE	SGD	average
02	models/schöch-agg/mean_shift_o_std/100tp-6000it-0050in.tsv.gz	0.854	0.823	0.793	0.857	0.832
02	models/schöch-agg/mean_shift_o_std/100tp-6000it-0100in.tsv.gz	0.806	0.831	0.824	0.811	0.818
02	models/schöch-agg/mean_shift_o_std/100tp-6000it-0300in.tsv.gz	0.831	0.831	0.790	0.862	0.829
02	models/schöch-agg/mean_shift_o_std/100tp-6000it-0500in.tsv.gz	0.831	0.836	0.821	0.811	0.825
02	models/schöch-agg/mean_shift_o_std/100tp-6000it-1000in.tsv.gz	0.826	0.806	0.803	0.816	0.813
02	models/schöch-agg/mean_shift_o_std/100tp-6000it-2000in.tsv.gz	0.841	0.829	0.826	0.829	0.831
02	models/schöch-agg/mean_shift_o_std/100tp-6000it-3000in.tsv.gz	0.816	0.844	0.783	0.849	0.823
02	models/schöch-agg/mean_shift_o_std/100tp-6000it-7000in.tsv.gz	0.841	0.839	0.785	0.841	0.827
02	models/schöch-agg/mean_shifted/050tp-6000it-0050in.tsv.gz	0.862	0.836	0.798	0.862	0.839
02	models/schöch-agg/mean_shifted/050tp-6000it-0100in.tsv.gz	0.859	0.834	0.780	0.870	0.836
02	models/schöch-agg/mean_shifted/050tp-6000it-0300in.tsv.gz	0.857	0.839	0.793	0.875	0.841
02	models/schöch-agg/mean_shifted/050tp-6000it-0500in.tsv.gz	0.867	0.826	0.831	0.865	0.847
02	models/schöch-agg/mean_shifted/050tp-6000it-1000in.tsv.gz	0.852	0.818	0.773	0.870	0.828
02	models/schöch-agg/mean_shifted/050tp-6000it-2000in.tsv.gz	0.854	0.818	0.801	0.854	0.832
02	models/schöch-agg/mean_shifted/050tp-6000it-3000in.tsv.gz	0.839	0.831	0.785	0.862	0.829
02	models/schöch-agg/mean_shifted/050tp-6000it-7000in.tsv.gz	0.841	0.831	0.754	0.852	0.820
02	models/schöch-agg/mean_shifted/060tp-6000it-0050in.tsv.gz	0.869	0.818	0.823	0.852	0.841
02	models/schöch-agg/mean_shifted/060tp-6000it-0100in.tsv.gz	0.857	0.813	0.837	0.852	0.840
02	models/schöch-agg/mean_shifted/060tp-6000it-0300in.tsv.gz	0.864	0.841	0.798	0.875	0.845
02	models/schöch-agg/mean_shifted/060tp-6000it-0500in.tsv.gz	0.857	0.834	0.786	0.852	0.832
02	models/schöch-agg/mean_shifted/060tp-6000it-1000in.tsv.gz	0.857	0.857	0.767	0.862	0.836
02	models/schöch-agg/mean_shifted/060tp-6000it-2000in.tsv.gz	0.854	0.821	0.803	0.844	0.831
02	models/schöch-agg/mean_shifted/060tp-6000it-3000in.tsv.gz	0.862	0.816	0.816	0.854	0.837
02	models/schöch-agg/mean_shifted/060tp-6000it-7000in.tsv.gz	0.831	0.836	0.813	0.857	0.834
02	models/schöch-agg/mean_shifted/070tp-6000it-0050in.tsv.gz	0.862	0.813	0.785	0.867	0.832
02	models/schöch-agg/mean_shifted/070tp-6000it-0100in.tsv.gz	0.857	0.818	0.777	0.862	0.829
02	models/schöch-agg/mean_shifted/070tp-6000it-0300in.tsv.gz	0.857	0.816	0.795	0.882	0.838
02	models/schöch-agg/mean_shifted/070tp-6000it-0500in.tsv.gz	0.862	0.834	0.821	0.862	0.845
02	models/schöch-agg/mean_shifted/070tp-6000it-1000in.tsv.gz	0.867	0.839	0.811	0.859	0.844
02	models/schöch-agg/mean_shifted/070tp-6000it-2000in.tsv.gz	0.847	0.824	0.821	0.864	0.839
02	models/schöch-agg/mean_shifted/070tp-6000it-3000in.tsv.gz	0.844	0.847	0.801	0.864	0.839
02	models/schöch-agg/mean_shifted/070tp-6000it-7000in.tsv.gz	0.836	0.828	0.783	0.854	0.825
02	models/schöch-agg/mean_shifted/080tp-6000it-0050in.tsv.gz	0.857	0.821	0.826	0.857	0.840
02	models/schöch-agg/mean_shifted/080tp-6000it-0100in.tsv.gz	0.847	0.839	0.806	0.875	0.841
02	models/schöch-agg/mean_shifted/080tp-6000it-0300in.tsv.gz	0.839	0.836	0.765	0.857	0.824
02	models/schöch-agg/mean_shifted/080tp-6000it-0500in.tsv.gz	0.864	0.836	0.780	0.859	0.835
02	models/schöch-agg/mean_shifted/080tp-6000it-1000in.tsv.gz	0.867	0.836	0.798	0.865	0.841
02	models/schöch-agg/mean_shifted/080tp-6000it-2000in.tsv.gz	0.842	0.834	0.808	0.849	0.833
02	models/schöch-agg/mean_shifted/080tp-6000it-3000in.tsv.gz	0.844	0.849	0.800	0.877	0.843
02	models/schöch-agg/mean_shifted/080tp-6000it-7000in.tsv.gz	0.839	0.834	0.816	0.867	0.839
02	models/schöch-agg/mean_shifted/090tp-6000it-0050in.tsv.gz	0.852	0.803	0.811	0.854	0.830
02	models/schöch-agg/mean_shifted/090tp-6000it-0100in.tsv.gz	0.844	0.829	0.780	0.862	0.829
02	models/schöch-agg/mean_shifted/090tp-6000it-0300in.tsv.gz	0.836	0.818	0.783	0.857	0.823
02	models/schöch-agg/mean_shifted/090tp-6000it-0500in.tsv.gz	0.852	0.826	0.803	0.864	0.836
02	models/schöch-agg/mean_shifted/090tp-6000it-1000in.tsv.gz	0.857	0.841	0.795	0.872	0.841
02	models/schöch-agg/mean_shifted/090tp-6000it-2000in.tsv.gz	0.852	0.849	0.780	0.875	0.839
02	models/schöch-agg/mean_shifted/090tp-6000it-3000in.tsv.gz	0.842	0.816	0.803	0.862	0.831
02	models/schöch-agg/mean_shifted/090tp-6000it-7000in.tsv.gz	0.849	0.836	0.790	0.864	0.835
02	models/schöch-agg/mean_shifted/100tp-6000it-0050in.tsv.gz	0.842	0.828	0.798	0.864	0.833
02	models/schöch-agg/mean_shifted/100tp-6000it-0100in.tsv.gz	0.842	0.829	0.831	0.854	0.839
02	models/schöch-agg/mean_shifted/100tp-6000it-0300in.tsv.gz	0.842	0.841	0.767	0.852	0.825
02	models/schöch-agg/mean_shifted/100tp-6000it-0500in.tsv.gz	0.842	0.834	0.818	0.877	0.843
02	models/schöch-agg/mean_shifted/100tp-6000it-1000in.tsv.gz	0.842	0.831	0.808	0.849	0.833
02	models/schöch-agg/mean_shifted/100tp-6000it-2000in.tsv.gz	0.857	0.846	0.785	0.852	0.835
02	models/schöch-agg/mean_shifted/100tp-6000it-3000in.tsv.gz	0.839	0.854	0.808	0.867	0.842
02	models/schöch-agg/mean_shifted/100tp-6000it-7000in.tsv.gz	0.854	0.849	0.754	0.862	0.830
02	models/schöch-agg/mean_shifted_std/050tp-6000it-0050in.tsv.gz	0.821	0.831	0.816	0.826	0.824
02	models/schöch-agg/mean_shifted_std/050tp-6000it-0100in.tsv.gz	0.839	0.844	0.839	0.831	0.838
02	models/schöch-agg/mean_shifted_std/050tp-6000it-0300in.tsv.gz	0.829	0.846	0.816	0.826	0.829
02	models/schöch-agg/mean_shifted_std/050tp-6000it-0500in.tsv.gz	0.841	0.839	0.841	0.857	0.845
02	models/schöch-agg/mean_shifted_std/050tp-6000it-1000in.tsv.gz	0.841	0.831	0.811	0.849	0.833
02	models/schöch-agg/mean_shifted_std/050tp-6000it-2000in.tsv.gz	0.831	0.829	0.803	0.854	0.829
02	models/schöch-agg/mean_shifted_std/050tp-6000it-3000in.tsv.gz	0.841	0.824	0.821	0.816	0.825
02	models/schöch-agg/mean_shifted_std/050tp-6000it-7000in.tsv.gz	0.854	0.841	0.811	0.834	0.835
02	models/schöch-agg/mean_shifted_std/060tp-6000it-0050in.tsv.gz	0.847	0.821	0.808	0.841	0.829
02	models/schöch-agg/mean_shifted_std/060tp-6000it-0100in.tsv.gz	0.834	0.826	0.826	0.818	0.826
02	models/schöch-agg/mean_shifted_std/060tp-6000it-0300in.tsv.gz	0.852	0.826	0.801	0.862	0.835
02	models/schöch-agg/mean_shifted_std/060tp-6000it-0500in.tsv.gz	0.846	0.826	0.785	0.846	0.826
02	models/schöch-agg/mean_shifted_std/060tp-6000it-1000in.tsv.gz	0.859	0.844	0.791	0.847	0.835
02	models/schöch-agg/mean_shifted_std/060tp-6000it-2000in.tsv.gz	0.834	0.808	0.819	0.844	0.826
02	models/schöch-agg/mean_shifted_std/060tp-6000it-3000in.tsv.gz	0.826	0.811	0.808	0.839	0.821
02	models/schöch-agg/mean_shifted_std/060tp-6000it-7000in.tsv.gz	0.826	0.839	0.806	0.818	0.822
02	models/schöch-agg/mean_shifted_std/070tp-6000it-0050in.tsv.gz	0.857	0.823	0.813	0.834	0.832
02	models/schöch-agg/mean_shifted_std/070tp-6000it-0100in.tsv.gz	0.852	0.821	0.819	0.857	0.837
02	models/schöch-agg/mean_shifted_std/070tp-6000it-0300in.tsv.gz	0.844	0.823	0.839	0.826	0.833
02	models/schöch-agg/mean_shifted_std/070tp-6000it-0500in.tsv.gz	0.857	0.823	0.803	0.857	0.835
02	models/schöch-agg/mean_shifted_std/070tp-6000it-1000in.tsv.gz	0.862	0.831	0.816	0.831	0.835
02	models/schöch-agg/mean_shifted_std/070tp-6000it-2000in.tsv.gz	0.839	0.834	0.814	0.836	0.831
02	models/schöch-agg/mean_shifted_std/070tp-6000it-3000in.tsv.gz	0.834	0.831	0.796	0.857	0.829
02	models/schöch-agg/mean_shifted_std/070tp-6000it-7000in.tsv.gz	0.841	0.823	0.857	0.846	0.842
02	models/schöch-agg/mean_shifted_std/080tp-6000it-0050in.tsv.gz	0.831	0.831	0.795	0.821	0.820
02	models/schöch-agg/mean_shifted_std/080tp-6000it-0100in.tsv.gz	0.867	0.823	0.775	0.844	0.827
02	models/schöch-agg/mean_shifted_std/080tp-6000it-0300in.tsv.gz	0.849	0.836	0.788	0.854	0.832
02	models/schöch-agg/mean_shifted_std/080tp-6000it-0500in.tsv.gz	0.805	0.818	0.798	0.851	0.818
02	models/schöch-agg/mean_shifted_std/080tp-6000it-1000in.tsv.gz	0.842	0.836	0.796	0.841	0.829
02	models/schöch-agg/mean_shifted_std/080tp-6000it-2000in.tsv.gz	0.826	0.823	0.842	0.854	0.836
02	models/schöch-agg/mean_shifted_std/080tp-6000it-3000in.tsv.gz	0.834	0.846	0.806	0.872	0.839
02	models/schöch-agg/mean_shifted_std/080tp-6000it-7000in.tsv.gz	0.816	0.823	0.783	0.831	0.813
02	models/schöch-agg/mean_shifted_std/090tp-6000it-0050in.tsv.gz	0.854	0.818	0.834	0.823	0.832
02	models/schöch-agg/mean_shifted_std/090tp-6000it-0100in.tsv.gz	0.834	0.829	0.831	0.864	0.839
02	models/schöch-agg/mean_shifted_std/090tp-6000it-0300in.tsv.gz	0.844	0.831	0.821	0.854	0.838
02	models/schöch-agg/mean_shifted_std/090tp-6000it-0500in.tsv.gz	0.831	0.841	0.801	0.823	0.824
02	models/schöch-agg/mean_shifted_std/090tp-6000it-1000in.tsv.gz	0.841	0.836	0.803	0.857	0.834
02	models/schöch-agg/mean_shifted_std/090tp-6000it-2000in.tsv.gz	0.816	0.844	0.790	0.834	0.821
02	models/schöch-agg/mean_shifted_std/090tp-6000it-3000in.tsv.gz	0.852	0.836	0.752	0.846	0.822
02	models/schöch-agg/mean_shifted_std/090tp-6000it-7000in.tsv.gz	0.847	0.834	0.767	0.859	0.827
02	models/schöch-agg/mean_shifted_std/100tp-6000it-0050in.tsv.gz	0.852	0.821	0.783	0.849	0.826
02	models/schöch-agg/mean_shifted_std/100tp-6000it-0100in.tsv.gz	0.818	0.834	0.809	0.818	0.820
02	models/schöch-agg/mean_shifted_std/100tp-6000it-0300in.tsv.gz	0.849	0.826	0.811	0.844	0.832
02	models/schöch-agg/mean_shifted_std/100tp-6000it-0500in.tsv.gz	0.829	0.836	0.816	0.813	0.823
02	models/schöch-agg/mean_shifted_std/100tp-6000it-1000in.tsv.gz	0.821	0.808	0.775	0.813	0.804
02	models/schöch-agg/mean_shifted_std/100tp-6000it-2000in.tsv.gz	0.829	0.829	0.806	0.826	0.822
02	models/schöch-agg/mean_shifted_std/100tp-6000it-3000in.tsv.gz	0.813	0.844	0.818	0.829	0.826
02	models/schöch-agg/mean_shifted_std/100tp-6000it-7000in.tsv.gz	0.841	0.834	0.767	0.844	0.822
02	models/schöch-agg/median/050tp-6000it-0050in.tsv.gz	0.859	0.839	0.790	0.849	0.834
02	models/schöch-agg/median/050tp-6000it-0100in.tsv.gz	0.844	0.846	0.778	0.849	0.829
02	models/schöch-agg/median/050tp-6000it-0300in.tsv.gz	0.857	0.836	0.803	0.847	0.836
02	models/schöch-agg/median/050tp-6000it-0500in.tsv.gz	0.857	0.836	0.798	0.854	0.836
02	models/schöch-agg/median/050tp-6000it-1000in.tsv.gz	0.844	0.816	0.803	0.836	0.825
02	models/schöch-agg/median/050tp-6000it-2000in.tsv.gz	0.852	0.813	0.793	0.854	0.828
02	models/schöch-agg/median/050tp-6000it-3000in.tsv.gz	0.841	0.818	0.806	0.839	0.826
02	models/schöch-agg/median/050tp-6000it-7000in.tsv.gz	0.847	0.818	0.790	0.839	0.824
02	models/schöch-agg/median/060tp-6000it-0050in.tsv.gz	0.854	0.808	0.821	0.841	0.831
02	models/schöch-agg/median/060tp-6000it-0100in.tsv.gz	0.849	0.793	0.762	0.854	0.815
02	models/schöch-agg/median/060tp-6000it-0300in.tsv.gz	0.870	0.823	0.806	0.842	0.835
02	models/schöch-agg/median/060tp-6000it-0500in.tsv.gz	0.841	0.798	0.780	0.841	0.815
02	models/schöch-agg/median/060tp-6000it-1000in.tsv.gz	0.859	0.839	0.836	0.864	0.850
02	models/schöch-agg/median/060tp-6000it-2000in.tsv.gz	0.834	0.798	0.803	0.829	0.816
02	models/schöch-agg/median/060tp-6000it-3000in.tsv.gz	0.857	0.813	0.803	0.841	0.829
02	models/schöch-agg/median/060tp-6000it-7000in.tsv.gz	0.826	0.829	0.734	0.841	0.808
02	models/schöch-agg/median/070tp-6000it-0050in.tsv.gz	0.839	0.811	0.846	0.834	0.832
02	models/schöch-agg/median/070tp-6000it-0100in.tsv.gz	0.857	0.821	0.801	0.847	0.831
02	models/schöch-agg/median/070tp-6000it-0300in.tsv.gz	0.852	0.795	0.811	0.852	0.827
02	models/schöch-agg/median/070tp-6000it-0500in.tsv.gz	0.854	0.813	0.824	0.852	0.836
02	models/schöch-agg/median/070tp-6000it-1000in.tsv.gz	0.867	0.828	0.811	0.859	0.841
02	models/schöch-agg/median/070tp-6000it-2000in.tsv.gz	0.839	0.808	0.755	0.847	0.812
02	models/schöch-agg/median/070tp-6000it-3000in.tsv.gz	0.831	0.813	0.793	0.846	0.821
02	models/schöch-agg/median/070tp-6000it-7000in.tsv.gz	0.818	0.803	0.811	0.847	0.820
02	models/schöch-agg/median/080tp-6000it-0050in.tsv.gz	0.839	0.795	0.806	0.841	0.820
02	models/schöch-agg/median/080tp-6000it-0100in.tsv.gz	0.847	0.806	0.790	0.839	0.820
02	models/schöch-agg/median/080tp-6000it-0300in.tsv.gz	0.829	0.813	0.785	0.831	0.815
02	models/schöch-agg/median/080tp-6000it-0500in.tsv.gz	0.854	0.798	0.788	0.852	0.823
02	models/schöch-agg/median/080tp-6000it-1000in.tsv.gz	0.854	0.803	0.831	0.849	0.834
02	models/schöch-agg/median/080tp-6000it-2000in.tsv.gz	0.818	0.803	0.785	0.857	0.816
02	models/schöch-agg/median/080tp-6000it-3000in.tsv.gz	0.826	0.829	0.816	0.852	0.831
02	models/schöch-agg/median/080tp-6000it-7000in.tsv.gz	0.816	0.811	0.803	0.846	0.819
02	models/schöch-agg/median/090tp-6000it-0050in.tsv.gz	0.826	0.818	0.849	0.834	0.832
02	models/schöch-agg/median/090tp-6000it-0100in.tsv.gz	0.831	0.790	0.778	0.862	0.815
02	models/schöch-agg/median/090tp-6000it-0300in.tsv.gz	0.829	0.790	0.806	0.836	0.815
02	models/schöch-agg/median/090tp-6000it-0500in.tsv.gz	0.813	0.821	0.790	0.844	0.817
02	models/schöch-agg/median/090tp-6000it-1000in.tsv.gz	0.849	0.808	0.760	0.844	0.815
02	models/schöch-agg/median/090tp-6000it-2000in.tsv.gz	0.839	0.829	0.803	0.847	0.829
02	models/schöch-agg/median/090tp-6000it-3000in.tsv.gz	0.818	0.767	0.752	0.849	0.797
02	models/schöch-agg/median/090tp-6000it-7000in.tsv.gz	0.798	0.803	0.783	0.854	0.809
02	models/schöch-agg/median/100tp-6000it-0050in.tsv.gz	0.816	0.818	0.780	0.836	0.813
02	models/schöch-agg/median/100tp-6000it-0100in.tsv.gz	0.801	0.813	0.814	0.844	0.818
02	models/schöch-agg/median/100tp-6000it-0300in.tsv.gz	0.816	0.798	0.816	0.839	0.817
02	models/schöch-agg/median/100tp-6000it-0500in.tsv.gz	0.818	0.808	0.739	0.852	0.804
02	models/schöch-agg/median/100tp-6000it-1000in.tsv.gz	0.806	0.780	0.798	0.803	0.797
02	models/schöch-agg/median/100tp-6000it-2000in.tsv.gz	0.824	0.798	0.806	0.818	0.811
02	models/schöch-agg/median/100tp-6000it-3000in.tsv.gz	0.816	0.813	0.783	0.806	0.804
02	models/schöch-agg/median/100tp-6000it-7000in.tsv.gz	0.795	0.826	0.791	0.839	0.813
02	models/schöch-agg/median_shift_mean/050tp-6000it-0050in.tsv.gz	0.859	0.839	0.793	0.857	0.837
02	models/schöch-agg/median_shift_mean/050tp-6000it-0100in.tsv.gz	0.844	0.849	0.790	0.829	0.828
02	models/schöch-agg/median_shift_mean/050tp-6000it-0300in.tsv.gz	0.857	0.836	0.775	0.872	0.835
02	models/schöch-agg/median_shift_mean/050tp-6000it-0500in.tsv.gz	0.857	0.836	0.795	0.857	0.836
02	models/schöch-agg/median_shift_mean/050tp-6000it-1000in.tsv.gz	0.844	0.816	0.777	0.834	0.818
02	models/schöch-agg/median_shift_mean/050tp-6000it-2000in.tsv.gz	0.852	0.816	0.770	0.847	0.821
02	models/schöch-agg/median_shift_mean/050tp-6000it-3000in.tsv.gz	0.841	0.818	0.795	0.824	0.820
02	models/schöch-agg/median_shift_mean/050tp-6000it-7000in.tsv.gz	0.847	0.821	0.775	0.854	0.824
02	models/schöch-agg/median_shift_mean/060tp-6000it-0050in.tsv.gz	0.854	0.811	0.852	0.854	0.843
02	models/schöch-agg/median_shift_mean/060tp-6000it-0100in.tsv.gz	0.849	0.788	0.839	0.854	0.832
02	models/schöch-agg/median_shift_mean/060tp-6000it-0300in.tsv.gz	0.870	0.823	0.806	0.841	0.835
02	models/schöch-agg/median_shift_mean/060tp-6000it-0500in.tsv.gz	0.841	0.795	0.783	0.841	0.815
02	models/schöch-agg/median_shift_mean/060tp-6000it-1000in.tsv.gz	0.859	0.836	0.808	0.857	0.840
02	models/schöch-agg/median_shift_mean/060tp-6000it-2000in.tsv.gz	0.834	0.803	0.744	0.816	0.799
02	models/schöch-agg/median_shift_mean/060tp-6000it-3000in.tsv.gz	0.857	0.811	0.783	0.852	0.825
02	models/schöch-agg/median_shift_mean/060tp-6000it-7000in.tsv.gz	0.826	0.831	0.757	0.839	0.813
02	models/schöch-agg/median_shift_mean/070tp-6000it-0050in.tsv.gz	0.841	0.811	0.806	0.839	0.824
02	models/schöch-agg/median_shift_mean/070tp-6000it-0100in.tsv.gz	0.859	0.821	0.775	0.854	0.827
02	models/schöch-agg/median_shift_mean/070tp-6000it-0300in.tsv.gz	0.852	0.798	0.803	0.834	0.822
02	models/schöch-agg/median_shift_mean/070tp-6000it-0500in.tsv.gz	0.854	0.811	0.791	0.849	0.826
02	models/schöch-agg/median_shift_mean/070tp-6000it-1000in.tsv.gz	0.867	0.828	0.813	0.870	0.845
02	models/schöch-agg/median_shift_mean/070tp-6000it-2000in.tsv.gz	0.839	0.811	0.778	0.841	0.817
02	models/schöch-agg/median_shift_mean/070tp-6000it-3000in.tsv.gz	0.831	0.808	0.780	0.847	0.817
02	models/schöch-agg/median_shift_mean/070tp-6000it-7000in.tsv.gz	0.818	0.803	0.795	0.847	0.816
02	models/schöch-agg/median_shift_mean/080tp-6000it-0050in.tsv.gz	0.839	0.795	0.808	0.844	0.822
02	models/schöch-agg/median_shift_mean/080tp-6000it-0100in.tsv.gz	0.847	0.808	0.772	0.818	0.811
02	models/schöch-agg/median_shift_mean/080tp-6000it-0300in.tsv.gz	0.829	0.816	0.778	0.844	0.816
02	models/schöch-agg/median_shift_mean/080tp-6000it-0500in.tsv.gz	0.852	0.800	0.780	0.859	0.823
02	models/schöch-agg/median_shift_mean/080tp-6000it-1000in.tsv.gz	0.854	0.803	0.803	0.846	0.827
02	models/schöch-agg/median_shift_mean/080tp-6000it-2000in.tsv.gz	0.824	0.803	0.734	0.829	0.797
02	models/schöch-agg/median_shift_mean/080tp-6000it-3000in.tsv.gz	0.826	0.831	0.749	0.834	0.810
02	models/schöch-agg/median_shift_mean/080tp-6000it-7000in.tsv.gz	0.816	0.811	0.785	0.844	0.814
02	models/schöch-agg/median_shift_mean/090tp-6000it-0050in.tsv.gz	0.826	0.818	0.801	0.821	0.816
02	models/schöch-agg/median_shift_mean/090tp-6000it-0100in.tsv.gz	0.831	0.790	0.777	0.844	0.811
02	models/schöch-agg/median_shift_mean/090tp-6000it-0300in.tsv.gz	0.829	0.790	0.793	0.826	0.809
02	models/schöch-agg/median_shift_mean/090tp-6000it-0500in.tsv.gz	0.813	0.821	0.793	0.836	0.816
02	models/schöch-agg/median_shift_mean/090tp-6000it-1000in.tsv.gz	0.849	0.805	0.790	0.836	0.820
02	models/schöch-agg/median_shift_mean/090tp-6000it-2000in.tsv.gz	0.839	0.829	0.783	0.844	0.824
02	models/schöch-agg/median_shift_mean/090tp-6000it-3000in.tsv.gz	0.818	0.770	0.747	0.826	0.790
02	models/schöch-agg/median_shift_mean/090tp-6000it-7000in.tsv.gz	0.800	0.800	0.793	0.849	0.811
02	models/schöch-agg/median_shift_mean/100tp-6000it-0050in.tsv.gz	0.816	0.816	0.770	0.844	0.811
02	models/schöch-agg/median_shift_mean/100tp-6000it-0100in.tsv.gz	0.801	0.813	0.783	0.826	0.806
02	models/schöch-agg/median_shift_mean/100tp-6000it-0300in.tsv.gz	0.813	0.798	0.795	0.849	0.814
02	models/schöch-agg/median_shift_mean/100tp-6000it-0500in.tsv.gz	0.821	0.811	0.770	0.816	0.804
02	models/schöch-agg/median_shift_mean/100tp-6000it-1000in.tsv.gz	0.806	0.778	0.765	0.813	0.790
02	models/schöch-agg/median_shift_mean/100tp-6000it-2000in.tsv.gz	0.824	0.798	0.780	0.816	0.804
02	models/schöch-agg/median_shift_mean/100tp-6000it-3000in.tsv.gz	0.816	0.813	0.760	0.846	0.809
02	models/schöch-agg/median_shift_mean/100tp-6000it-7000in.tsv.gz	0.798	0.818	0.701	0.839	0.789
02	models/schöch-agg/median_shift_o_std/050tp-6000it-0050in.tsv.gz	0.806	0.823	0.793	0.808	0.807
02	models/schöch-agg/median_shift_o_std/050tp-6000it-0100in.tsv.gz	0.805	0.829	0.808	0.788	0.807
02	models/schöch-agg/median_shift_o_std/050tp-6000it-0300in.tsv.gz	0.813	0.836	0.780	0.813	0.811
02	models/schöch-agg/median_shift_o_std/050tp-6000it-0500in.tsv.gz	0.824	0.834	0.800	0.829	0.822
02	models/schöch-agg/median_shift_o_std/050tp-6000it-1000in.tsv.gz	0.857	0.823	0.793	0.813	0.821
02	models/schöch-agg/median_shift_o_std/050tp-6000it-2000in.tsv.gz	0.811	0.836	0.747	0.821	0.804
02	models/schöch-agg/median_shift_o_std/050tp-6000it-3000in.tsv.gz	0.798	0.821	0.759	0.808	0.797
02	models/schöch-agg/median_shift_o_std/050tp-6000it-7000in.tsv.gz	0.793	0.818	0.783	0.821	0.804
02	models/schöch-agg/median_shift_o_std/060tp-6000it-0050in.tsv.gz	0.816	0.806	0.844	0.803	0.817
02	models/schöch-agg/median_shift_o_std/060tp-6000it-0100in.tsv.gz	0.816	0.816	0.854	0.775	0.815
02	models/schöch-agg/median_shift_o_std/060tp-6000it-0300in.tsv.gz	0.834	0.823	0.777	0.818	0.813
02	models/schöch-agg/median_shift_o_std/060tp-6000it-0500in.tsv.gz	0.795	0.824	0.803	0.798	0.805
02	models/schöch-agg/median_shift_o_std/060tp-6000it-1000in.tsv.gz	0.844	0.839	0.770	0.837	0.822
02	models/schöch-agg/median_shift_o_std/060tp-6000it-2000in.tsv.gz	0.806	0.793	0.749	0.785	0.783
02	models/schöch-agg/median_shift_o_std/060tp-6000it-3000in.tsv.gz	0.818	0.813	0.734	0.823	0.797
02	models/schöch-agg/median_shift_o_std/060tp-6000it-7000in.tsv.gz	0.793	0.821	0.778	0.806	0.799
02	models/schöch-agg/median_shift_o_std/070tp-6000it-0050in.tsv.gz	0.831	0.803	0.803	0.801	0.810
02	models/schöch-agg/median_shift_o_std/070tp-6000it-0100in.tsv.gz	0.826	0.823	0.816	0.836	0.825
02	models/schöch-agg/median_shift_o_std/070tp-6000it-0300in.tsv.gz	0.793	0.795	0.816	0.803	0.802
02	models/schöch-agg/median_shift_o_std/070tp-6000it-0500in.tsv.gz	0.818	0.824	0.806	0.826	0.818
02	models/schöch-agg/median_shift_o_std/070tp-6000it-1000in.tsv.gz	0.829	0.844	0.785	0.798	0.814
02	models/schöch-agg/median_shift_o_std/070tp-6000it-2000in.tsv.gz	0.808	0.826	0.770	0.816	0.805
02	models/schöch-agg/median_shift_o_std/070tp-6000it-3000in.tsv.gz	0.813	0.821	0.780	0.803	0.804
02	models/schöch-agg/median_shift_o_std/070tp-6000it-7000in.tsv.gz	0.841	0.811	0.778	0.795	0.806
02	models/schöch-agg/median_shift_o_std/080tp-6000it-0050in.tsv.gz	0.813	0.793	0.841	0.798	0.811
02	models/schöch-agg/median_shift_o_std/080tp-6000it-0100in.tsv.gz	0.798	0.803	0.795	0.826	0.806
02	models/schöch-agg/median_shift_o_std/080tp-6000it-0300in.tsv.gz	0.795	0.836	0.785	0.806	0.806
02	models/schöch-agg/median_shift_o_std/080tp-6000it-0500in.tsv.gz	0.795	0.811	0.803	0.818	0.807
02	models/schöch-agg/median_shift_o_std/080tp-6000it-1000in.tsv.gz	0.801	0.821	0.818	0.811	0.813
02	models/schöch-agg/median_shift_o_std/080tp-6000it-2000in.tsv.gz	0.788	0.816	0.744	0.806	0.788
02	models/schöch-agg/median_shift_o_std/080tp-6000it-3000in.tsv.gz	0.795	0.831	0.762	0.782	0.793
02	models/schöch-agg/median_shift_o_std/080tp-6000it-7000in.tsv.gz	0.791	0.826	0.757	0.790	0.791
02	models/schöch-agg/median_shift_o_std/090tp-6000it-0050in.tsv.gz	0.788	0.816	0.798	0.788	0.797
02	models/schöch-agg/median_shift_o_std/090tp-6000it-0100in.tsv.gz	0.777	0.821	0.757	0.821	0.794
02	models/schöch-agg/median_shift_o_std/090tp-6000it-0300in.tsv.gz	0.790	0.808	0.783	0.803	0.796
02	models/schöch-agg/median_shift_o_std/090tp-6000it-0500in.tsv.gz	0.818	0.811	0.772	0.821	0.806
02	models/schöch-agg/median_shift_o_std/090tp-6000it-1000in.tsv.gz	0.819	0.801	0.811	0.818	0.812
02	models/schöch-agg/median_shift_o_std/090tp-6000it-2000in.tsv.gz	0.773	0.829	0.793	0.772	0.792
02	models/schöch-agg/median_shift_o_std/090tp-6000it-3000in.tsv.gz	0.793	0.839	0.775	0.793	0.800
02	models/schöch-agg/median_shift_o_std/090tp-6000it-7000in.tsv.gz	0.788	0.818	0.790	0.798	0.799
02	models/schöch-agg/median_shift_o_std/100tp-6000it-0050in.tsv.gz	0.806	0.823	0.747	0.788	0.791
02	models/schöch-agg/median_shift_o_std/100tp-6000it-0100in.tsv.gz	0.770	0.800	0.793	0.803	0.792
02	models/schöch-agg/median_shift_o_std/100tp-6000it-0300in.tsv.gz	0.806	0.803	0.780	0.811	0.800
02	models/schöch-agg/median_shift_o_std/100tp-6000it-0500in.tsv.gz	0.793	0.805	0.770	0.765	0.783
